entity,authority,in_strength
Voices in the Dark,1.55482e-09,1
Chet Baker Quartet,1.55367e-09,2
Mutabaruka,1.55232e-09,2
Bumblebee Unlimited,1.55232e-09,2
Tony Valor Sounds Orchestra,1.55226e-09,1
Garcia's Super Funk,1.55226e-09,1
Mystic Merlin,1.53263e-09,1
Chris & Cosey,1.51961e-09,2
本多俊之,1.51954e-09,1
Ken Corday,1.51592e-09,4
鏡音リン,1.51382e-09,1
YUKIYANAGI,1.49871e-09,2
Winston Groovy,1.48424e-09,1
Sir Harry,1.48424e-09,1
Flip Wilson,1.48424e-09,1
B.W.H.,1.48322e-09,1
All the People,1.46244e-09,3
Indila,1.43908e-09,5
Jean‐Luc Ponty,1.42949e-09,3
Tiger & Woods,1.42937e-09,1
Krystol,1.42937e-09,1
Steve Tibbetts,1.42937e-09,1
Richard Pinhas,1.42937e-09,1
Patrick Gauthier,1.42937e-09,1
Alain Renaud,1.42937e-09,1
Heldon,1.42937e-09,1
Todd Terje,1.42937e-09,1
Эдуард Артемьев,1.42937e-09,1
Leon Ndugu Chancler,1.4225e-09,1
Yamasuki,1.4225e-09,1
David Sancious,1.4225e-09,1
王菲,1.41272e-09,3
Rie fu,1.41249e-09,1
Bloody Vomit Bukkake,1.39574e-09,2
Miguel de Deus,1.39304e-09,2
Carolyn Crawford,1.3779e-09,2
Prince Jammy,1.36668e-09,2
フレネシ,1.36142e-09,1
渋谷凛,1.33718e-09,4
The Choir of All Saints,1.3369e-09,1
Lone Ranger,1.32801e-09,1
The Royals,1.32801e-09,1
Jim Brown,1.32801e-09,1
The Abyssinians,1.32801e-09,1
The Mighty Three’s,1.32801e-09,1
Yabby U,1.32801e-09,1
Burning Spear,1.32801e-09,1
Misty in Roots,1.32801e-09,1
Stars on 45,1.32178e-09,1
Serious Intention,1.32178e-09,1
MALINDA,1.29262e-09,4
Lucy Swann,1.29262e-09,4
Drum & Lace,1.29246e-09,1
Les Sœurs Boulay,1.28642e-09,1
Les Cowboys Fringants,1.28642e-09,1
ZoeEngine,1.28191e-09,2
siqlo,1.28186e-09,1
zeroth,1.28186e-09,1
rejection,1.28186e-09,1
savogy,1.28186e-09,1
Riku,1.28186e-09,1
Mylta,1.28186e-09,1
ZOEgirl,1.27401e-09,2
Krezip,1.25275e-09,1
Park In Soo,1.24428e-09,1
The Black on White Affair,1.24428e-09,1
신중현,1.24428e-09,1
MC 900 Ft Jesus,1.24343e-09,1
DJ Raisei,1.24293e-09,2
DJ Matt Hite,1.23633e-09,1
LeeDM101,1.23633e-09,1
World Famous Audio Hacker,1.23633e-09,1
Jan Driver,1.21938e-09,2
Caspar Pound,1.21938e-09,2
Danny Tenaglia,1.21933e-09,1
Lucid,1.21933e-09,1
Breeder,1.21933e-09,1
Humate,1.21933e-09,1
Silhouette,1.21933e-09,1
Space Manoeuvres,1.21933e-09,1
Orkidea,1.21933e-09,1
Libra,1.21933e-09,1
JX,1.21933e-09,1
Arrakis,1.21933e-09,1
Laguna Seca,1.21933e-09,1
Ecano,1.21933e-09,1
Tilt,1.21933e-09,1
Red Devil,1.21933e-09,1
Robert Junior,1.21933e-09,1
Mono Culture,1.21933e-09,1
CINDY,1.2191e-09,1
Yvonne Gage,1.2191e-09,1
久保田利伸,1.2191e-09,1
阿川泰子,1.2191e-09,1
Caron,1.2191e-09,1
Sybil Thomas,1.2191e-09,1
宮里久美,1.2191e-09,1
D. Kay,1.21466e-09,4
Unitz,1.2142e-09,1
Tes La Rok,1.2142e-09,1
"A Homeboy, A Hippie & A Funki Dredd",1.20997e-09,1
Schola Hungarica,1.20204e-09,1
Ghettosocks,1.17331e-09,1
DJ Narrows,1.16964e-09,2
lapix,1.16803e-09,6
SHIHO,1.13778e-09,2
MAKO,1.13773e-09,1
R.I.E,1.13773e-09,1
MARY,1.13773e-09,1
美妃,1.13773e-09,1
Ghost Loft,1.1354e-09,1
電音部 (真新宿GR学園),1.13037e-09,1
DJ C,1.12511e-09,3
Tedashii,1.10311e-09,4
YOU LOVE HER,1.09863e-09,1
宍戸留美,1.09863e-09,1
中西哲一,1.08916e-09,3
Xerxes,1.08528e-09,1
Derpy Hooves,1.07281e-09,3
SoaringFlight,1.07154e-09,1
ISSBROKIE,1.07023e-09,1
Blue Magic,1.06023e-09,2
Herb Alpert & the Tijuana Brass,1.06021e-09,1
Benediktiner Mönche Der Abtei Saint-Maurice & Saint-Maur,1.05969e-09,3
Israel Baker,1.0524e-09,9
水曜日のカンパネラ,1.05211e-09,1
Fog Lake,1.03479e-09,1
Nikolauss,1.03212e-09,1
Phantogram,1.02149e-09,1
Errol Dunkley,1.01132e-09,2
Bandolero,9.96801e-10,1
Carl Orff,9.94995e-10,1
Paul Giovanni,9.94995e-10,1
くるり,9.94773e-10,2
The John Benson Brooks Trio,9.88108e-10,1
Doris Day,9.84242e-10,3
Pere Ubu,9.72003e-10,1
The Excels,9.72003e-10,1
Palass,9.72003e-10,1
まりつみ,9.61591e-10,2
村上聖,9.61344e-10,1
Oxmo Puccino,9.58492e-10,1
Vibrasphere,9.48798e-10,1
Slusnik Luna,9.48798e-10,1
Steve Brian,9.48798e-10,1
Kay-D,9.48798e-10,1
Winkee,9.48798e-10,1
Future Disciple,9.48798e-10,1
Protoculture,9.48798e-10,1
Lowland,9.48798e-10,1
Nicholas Bennison,9.48798e-10,1
Bruce Faulconer,9.45201e-10,1
NateWantsToBattle,9.45201e-10,1
Waffle,9.45161e-10,1
M Dubs,9.31426e-10,1
Fan Death,9.15146e-10,1
Heartbreak,9.15146e-10,1
Friendly Fires,9.15146e-10,1
Dee D. Jackson,9.15146e-10,1
Grovesnor,9.15146e-10,1
Liar,9.14031e-10,1
Nat Adderley,9.1293e-10,4
Ricardo Ray & Bobby Cruz,9.12808e-10,1
Vakeró,9.12808e-10,1
Gala,9.12808e-10,1
アリス・カータレット,9.11469e-10,1
Universal,9.02383e-10,2
Babylon System,9.02122e-10,2
Sukh Knight,9.02122e-10,2
DZ,9.02084e-10,1
KRio,9.02084e-10,1
Ed Solo,9.02084e-10,1
Darkstar,9.02084e-10,1
Jim C. Nedd,8.91537e-10,1
Oyubi,8.91537e-10,1
TAH,8.91537e-10,1
Golden Donna,8.91537e-10,1
Secret Werewolf,8.91537e-10,1
CRYSTAL,8.91537e-10,1
Mafia Boyz,8.91537e-10,1
Lolina,8.91537e-10,1
Mr. Ho,8.91537e-10,1
CN,8.91537e-10,1
DJ Spookie,8.91537e-10,1
DJ Nehpets,8.91537e-10,1
Kanyon,8.91537e-10,1
Grain,8.91537e-10,1
DJ SWISHA,8.91537e-10,1
Michael J. Blood,8.91537e-10,1
G3,8.91537e-10,1
The Raining Heart,8.91537e-10,1
Markus Mann,8.91537e-10,1
Masarima,8.91537e-10,1
Maarten van der Vleuten,8.91537e-10,1
The Washboard Rhythm Kings,8.87452e-10,2
Conrad Schnitzler,8.86504e-10,1
MU,8.86504e-10,1
Poobah,8.86504e-10,1
Swans Way,8.86504e-10,1
Axemen,8.86504e-10,1
Intensity,8.85335e-10,1
Mirage,8.85335e-10,1
Smart Systems,8.85335e-10,1
Frank De Wulf,8.85335e-10,1
Axis,8.85335e-10,1
Hyper on Experience,8.85335e-10,1
Skin Divers,8.85335e-10,1
Chuck Roberts,8.85335e-10,1
r u s s e l b u c k,8.82848e-10,3
Musical Mob,8.80393e-10,2
Dollar Brand Quartet,8.80004e-10,1
Miami,8.80004e-10,1
Jamey Aebersold,8.80004e-10,1
Orchestre de la Suisse Romande,8.76065e-10,1
Philippe Jolivet,8.76065e-10,1
Symphonieorchester des Bayerischen Rundfunks,8.76065e-10,1
NHK交響楽団,8.76065e-10,1
Michel Dalberto,8.76065e-10,1
BBC Symphony Orchestra,8.76065e-10,1
Gabriel Tacchino,8.76065e-10,1
Симфонический оркестр Большого театра,8.76065e-10,1
English Chamber Choir,8.76065e-10,1
Orchestre national de France,8.76065e-10,1
Marie‐Claire Alain,8.76065e-10,1
Roland Pidoux,8.76065e-10,1
Maria Rosa Carminati,8.76065e-10,1
Lily Laskine,8.76065e-10,1
Maurice André,8.76065e-10,1
Mohammed Rafi,8.7605e-10,4
Mukesh,8.75903e-10,2
Hemant Kumar,8.75866e-10,1
Anne Dudley,8.73464e-10,1
A-0,8.70311e-10,4
Doctor Jeep,8.70037e-10,3
Alix Perez,8.69817e-10,2
Dotorado Pro,8.69781e-10,1
Fracture,8.69781e-10,1
Dub Phizix,8.69781e-10,1
DJ Earl,8.69781e-10,1
Iyer,8.69781e-10,1
Los,8.69781e-10,1
Jlin,8.69781e-10,1
6Blocc,8.69781e-10,1
Addison Groove,8.69781e-10,1
Sikka Rymes,8.69781e-10,1
Sam Binga,8.69781e-10,1
Marginal Men,8.69781e-10,1
Jubei,8.69781e-10,1
Homemade Weapons,8.69781e-10,1
DJ Spinn,8.69781e-10,1
KiiD,8.69781e-10,1
Lamont,8.69781e-10,1
Beauty Brain,8.69781e-10,1
Murlo,8.69781e-10,1
J:Kenzo,8.69781e-10,1
Om Unit,8.69781e-10,1
Cem Özel,8.21118e-10,1
Stephen Walking,8.15732e-10,2
Benoît Charest,8.07286e-10,1
The Chordettes,8.07286e-10,1
Sarah Brightman,8.05724e-10,1
Josh Garrels,8.05724e-10,1
Savlonic,8.05724e-10,1
Piero Cappuccilli,7.99743e-10,6
Brian Tyler,7.82683e-10,2
정재일,7.82651e-10,1
Rhythm & Sound,7.82289e-10,1
László Heltay,7.76828e-10,2
中川浩二,7.69052e-10,2
神前暁,7.69018e-10,1
Ella Jenkins,7.56848e-10,1
Al Stewart,7.56848e-10,1
おやすみホログラム,7.56436e-10,2
Cocoa Tea,7.55138e-10,1
Sumone,7.50072e-10,2
Prizna,7.50072e-10,2
Visa,7.37625e-10,1
高橋美佳子,7.37625e-10,1
The Todd Terry Project,7.28585e-10,1
Blow,7.28585e-10,1
Mac Thornhill,7.28585e-10,1
Aufnahme,7.28585e-10,1
Mr. Lee,7.28585e-10,1
LNR,7.28585e-10,1
Go Freek,7.22923e-10,1
Dicky Wells and His Orchestra,7.19868e-10,1
The Andrews Sisters,7.15997e-10,4
Suman Kalyanpur,7.14945e-10,1
Ephixa,7.1312e-10,2
Project 46,7.1309e-10,1
DotEXE,7.1309e-10,1
Sway Dasafo,7.09263e-10,3
Theatre of Voices,7.06459e-10,2
JAPSHITFUN,6.97868e-10,1
Myro,6.75822e-10,2
Wiener Philharmoniker,6.7044e-10,10
sampling masters MEGA,6.69162e-10,2
Educational rap,6.69046e-10,1
遠藤瑠香,6.69046e-10,1
The Tallest Man on Earth,6.6845e-10,1
Joey Valence & Brae,6.58062e-10,2
Arturo Stàlteri,6.49476e-10,1
American Composers Orchestra,6.49476e-10,1
Michel Jonasz,6.48748e-10,1
Bluelite,6.48748e-10,1
Dominik Eulberg,6.48265e-10,2
Dance With the Dead,6.48238e-10,1
Monolink,6.48238e-10,1
Betta Lemme,6.48238e-10,1
SIERRA VEINS,6.48238e-10,1
Zamilska,6.48238e-10,1
Aevion,6.48238e-10,1
Milkoi,6.40685e-10,2
Band of Horses,6.35202e-10,1
The McGuire Sisters,6.32083e-10,1
City Limits,6.32083e-10,1
米津玄師,6.21465e-10,1
Squid Squad,6.21465e-10,1
Ijahman Levi,6.21292e-10,1
The Muel,6.21292e-10,1
King Willonius,6.20475e-10,1
Patience & Prudence,6.20475e-10,1
Eddy Mitchell,6.20475e-10,1
Kashif,6.20475e-10,1
The Loving Sisters,6.20475e-10,1
ID Cℎίℯƒ,6.20016e-10,2
Nhato,6.18861e-10,5
Lindstrøm,6.13122e-10,1
Doechii,6.13068e-10,2
070 Shake,6.13042e-10,1
Don Harper,6.07578e-10,1
GUNSHIP,5.93879e-10,1
Roger Miller,5.91892e-10,1
Verbal Kent,5.87096e-10,2
Michael Wycoff,5.67914e-10,3
T.S. Monk,5.67914e-10,3
Jaki Graham,5.6789e-10,2
Freezer,5.64328e-10,11
Cloudier,5.57145e-10,2
The Floor,5.48468e-10,1
Greed,5.48468e-10,1
Michael Shrieve,5.36518e-10,1
Alain Barrière,5.35466e-10,1
Deadboy,5.35104e-10,2
Claudja Barry,5.3272e-10,2
The Pump Panel,5.28103e-10,1
Lock ’n Load,5.28103e-10,1
Lund,5.25879e-10,4
lux natura,5.23637e-10,1
Sulumi,5.22146e-10,1
Goto80,5.22146e-10,1
Jogeir Liljedahl,5.22146e-10,1
Siskid,5.22146e-10,1
MisfitChris,5.22146e-10,1
zabutom,5.22146e-10,1
Foxing,5.08343e-10,1
"Drop Dead, Gorgeous",5.08343e-10,1
Curt Cress,5.03146e-10,1
Nautic,5.03146e-10,1
Gilla,5.03146e-10,1
Adolf Stern,5.03146e-10,1
Another,5.03146e-10,1
Jan Garbarek,5.03146e-10,1
Колибри,5.03146e-10,1
M & G,5.03146e-10,1
Akeos,5.00589e-10,2
Neonix,5.00589e-10,2
Asmus Tietchens,4.99971e-10,4
Reflekt,4.94468e-10,2
Ocho,4.87976e-10,1
Yakkle,4.82272e-10,1
群雨アンブレイラ,4.80796e-10,1
ueotan,4.80715e-10,1
The Acid,4.77608e-10,1
Agnetha Fältskog,4.77116e-10,1
Anita Meyer,4.77116e-10,1
Greg Turner,4.60934e-10,2
山崎憲司,4.60934e-10,2
Phuture,4.60063e-10,1
Junior Walker,4.60063e-10,1
Shiver,4.57065e-10,2
Momo Joseph,4.56613e-10,1
Uta Bella,4.56613e-10,1
Elizio De Buzios,4.56613e-10,1
Tommy Dorsey,4.51406e-10,1
c4rl,4.49478e-10,1
BOØWY,4.41827e-10,1
Akure Wall,4.41809e-10,1
Trees,4.37137e-10,1
Nino Nardini,4.37137e-10,1
Please,4.37137e-10,1
Armando Trovajoli,4.37137e-10,1
Twink,4.37137e-10,1
The Eighth Day,4.37137e-10,1
Derek and Clive,4.32058e-10,1
ToonBoy Covers,4.3182e-10,2
Pháo,4.27298e-10,1
Sandy Marton,4.27298e-10,1
南春香,4.16351e-10,1
Kenny Rogers & The First Edition,4.07328e-10,1
The System,4.07311e-10,2
Coro del Teatro alla Scala di Milano,4.07294e-10,1
Lil’ Will,4.07294e-10,1
Daisy Chapman,4.07294e-10,1
Parralox,4.05783e-10,1
MIC,4.01946e-10,1
Rone,4.01946e-10,1
Daniel Licht,4.01946e-10,1
Absolute Ensemble,4.01946e-10,1
Cristobal Tapia de Veer,4.01946e-10,1
NTO,4.01946e-10,1
Yaul,4.01946e-10,1
Normand Corbeil,4.01946e-10,1
Black Blood,3.93104e-10,1
The Tony Hatch Sound,3.93104e-10,1
AYA,3.91785e-10,4
Louis Prima and His New Orleans Gang,3.88673e-10,2
Loreli,3.88414e-10,1
Fireball,3.87864e-10,3
Sir John Betjeman,3.86683e-10,1
OblivionFall,3.86008e-10,4
Sheila & B. Devotion,3.85661e-10,1
Christy Essien Igbokwe,3.8166e-10,1
米光美保,3.80145e-10,3
AAAMYYY,3.78218e-10,1
Derek Duke,3.77648e-10,4
Vivien Vee,3.77182e-10,1
Jato,3.77182e-10,1
Unclubbed,3.76481e-10,1
MEDUZA,3.76481e-10,1
Sasha Alex Sloan,3.76481e-10,1
Stevie B,3.76033e-10,1
Bong‐Ra,3.75052e-10,2
Strategy,3.75036e-10,1
DJ Rap,3.75036e-10,1
LoQtus,3.75036e-10,1
Monster Zoku Onsomb!,3.75036e-10,1
Wasteland,3.75036e-10,1
DJ Flack,3.75036e-10,1
Soundmurderer & SK-1,3.75036e-10,1
Krinjah,3.75036e-10,1
Aaron Spectre,3.75036e-10,1
KGBKid,3.75036e-10,1
RCola,3.75036e-10,1
Electro Organic Sound System,3.75036e-10,1
watson,3.68043e-10,3
相原隆行,3.63054e-10,1
渡部龍,3.63054e-10,1
K->,3.61597e-10,1
DezLandPlayz,3.61597e-10,1
Puppet,3.61597e-10,1
cokiyu,3.61387e-10,3
M-Neko,3.60708e-10,1
MUZIK SERVANT,3.60708e-10,1
DJ Schwarzenegger,3.60708e-10,1
Spy47,3.60708e-10,1
K1osk,3.60708e-10,1
ローマンRoman,3.55196e-10,2
Drupka Order from Thimphu and Punakha,3.53229e-10,1
Medwyn Goodall,3.53229e-10,1
aden,3.53022e-10,1
Hans Hotter,3.52952e-10,5
Daði Freyr,3.52491e-10,1
Anna Odobescu,3.52491e-10,1
松岡美羽,3.48445e-10,1
Washington Phillips,3.45219e-10,1
Go-qualia,3.33649e-10,4
Hawkeye,3.21043e-10,1
Egg Nog,3.21043e-10,1
Frassman,3.21043e-10,1
Mr. Vegas,3.21043e-10,1
Goofy,3.21043e-10,1
Kiprich,3.21043e-10,1
Mr. Lexx,3.21043e-10,1
Foxy Cat,3.21043e-10,1
Alley Cat,3.21043e-10,1
Major Sample,3.21043e-10,1
General Degree,3.21043e-10,1
Delon Reid,3.21043e-10,1
Madd Anju,3.21043e-10,1
Red Rat,3.21043e-10,1
Faro,3.17784e-10,2
John Gregory & His Orchestra,3.15436e-10,3
Platinum Hook,3.142e-10,1
濱本理央,3.13341e-10,2
travongle,3.11521e-10,1
Beni,3.11412e-10,1
スーパーセックス永遠にSUPERSEX420,3.10008e-10,1
Cape Coral,3.10008e-10,1
FIBRE,3.10008e-10,1
Levantine,3.10008e-10,1
渡辺量,3.06121e-10,2
宮倉恭子,3.06108e-10,1
佐野信義,3.06108e-10,1
Rossi B. & Luca,3.02783e-10,2
Walter Heath,3.02022e-10,1
Planetary Assault Systems,2.99115e-10,2
Griselda,2.99011e-10,1
キセノンP,2.98446e-10,25
The Rising Sons,2.97406e-10,1
Koenig Cylinders,2.97406e-10,1
3M,2.97406e-10,1
N.A.D.,2.97406e-10,1
Brothers Love Dubs,2.97406e-10,1
Innersphere,2.97406e-10,1
Experimentation,2.97406e-10,1
3 Phase,2.97406e-10,1
Morgan Fisher,2.97406e-10,1
Psychick Warriors ov Gaia,2.97406e-10,1
佐野電磁,2.95092e-10,2
Cappadonna,2.93548e-10,1
Fashawn,2.93548e-10,1
Andrew Huo,2.84789e-10,3
Beggar & Co,2.83945e-10,1
小川範子,2.83945e-10,1
当山ひとみ,2.83945e-10,1
RinneRadio,2.81923e-10,12
مصطفى قمر,2.75711e-10,1
Meshuggah,2.73193e-10,3
J‐Rocc,2.68261e-10,1
Bryan Ferry,2.67896e-10,4
Guido,2.67552e-10,1
Mosca,2.67552e-10,1
DJ 2000F,2.67552e-10,1
L‐Vis 1990,2.67552e-10,1
Girl Unit,2.67552e-10,1
Julio Bashmore,2.67552e-10,1
Live-O,2.67552e-10,1
Egyptrixx,2.67552e-10,1
Boris Dlugosch,2.67552e-10,1
King Oliver and His Creole Jazz Band,2.61209e-10,2
Colin Towns,2.60411e-10,1
The Florida Mass Choir,2.60411e-10,1
G‐Dragon,2.60411e-10,1
Manic Street Preachers,2.57501e-10,1
The Ultraviolet Catastrophe,2.57501e-10,1
Chris Travis,2.53825e-10,2
FISH TONE,2.53534e-10,2
Xavier Wulf,2.52885e-10,2
BVSSIC,2.50294e-10,1
Oolacile,2.50294e-10,1
SØL,2.50294e-10,1
Sound Online,2.47544e-10,2
David Gold,2.44351e-10,2
Karen Dalton,2.41358e-10,1
Jimmy Rogers,2.40216e-10,1
Hommarju,2.39992e-10,1
Hozokauh,2.38656e-10,2
roboticoder,2.38656e-10,2
Unknown Mortal Orchestra,2.3851e-10,1
Gerald Mallory,2.36557e-10,1
Jazzy System,2.34885e-10,3
Cise Star,2.33437e-10,2
濱野美奈子,2.30477e-10,2
簗田裕之,2.30467e-10,1
竹本晃,2.30467e-10,1
Matthew Scott,2.30467e-10,1
Brian L. Schmidt,2.30467e-10,1
田中光人,2.30467e-10,1
Allister Brimble,2.30467e-10,1
Jesper Kyd,2.30467e-10,1
Kevin Bateson,2.30467e-10,1
The Guo Brothers,2.27351e-10,1
Rebecca Luker,2.23167e-10,2
USAO,2.22059e-10,2
Red Axes,2.18988e-10,1
Bobmo,2.18988e-10,1
Jeremy Greenspan,2.18988e-10,1
I-F,2.18988e-10,1
Maelstrom,2.18988e-10,1
Djedjotronic,2.18988e-10,1
Daniel Avery,2.18988e-10,1
Creepy Autograph,2.18988e-10,1
Luke Eargoggle,2.18988e-10,1
Adam X,2.18988e-10,1
Brodinski,2.18988e-10,1
The Hacker,2.18988e-10,1
Cab Calloway and His Orchestra,2.18124e-10,1
kazeoff,2.16852e-10,1
Massive New Krew,2.16852e-10,1
Savage States,2.16852e-10,1
Paolo Sessa,2.1591e-10,1
Viewer,2.1591e-10,1
Алексей Батыченко,2.1591e-10,1
Vincent de Moor,2.15083e-10,1
山根麻以,2.13613e-10,1
Wasis Diop,2.11816e-10,1
Ray Bryant,2.09976e-10,1
The Good Girls,2.09976e-10,1
Erkut Taçkın,2.08095e-10,2
Jon and Vangelis,2.08087e-10,1
Norin & Rad,2.05157e-10,1
Estiva,2.05157e-10,1
Patti Jo,2.01164e-10,1
Gene Kelly,2.01155e-10,1
Bertha Egnos,2.01155e-10,1
Andy Kim,2.01155e-10,1
Joe Harriott and John Mayer Double Quintet,2.01155e-10,1
Djavan,1.96255e-10,2
Leila Pinheiro,1.96247e-10,1
Fafá de Belém,1.96247e-10,1
Emílio Santiago,1.96247e-10,1
Flaming Ember,1.94445e-10,1
pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF㎊pF,1.9435e-10,3
Robbie Seed,1.94175e-10,1
David Rose and His Orchestra,1.9162e-10,2
Alain Duvivier,1.87522e-10,1
Paul Mauriat,1.87522e-10,1
Tramaine Hawkins,1.87289e-10,1
יהונתן גפן,1.85128e-10,1
Zimbabwe Legit,1.8418e-10,1
La Paquera de Jerez,1.83027e-10,1
Justo Betancourt,1.83027e-10,1
Dylan & Loxy,1.82512e-10,2
Subhumans,1.81524e-10,1
中島愛,1.80995e-10,1
Nico Vega,1.80776e-10,1
Chihei Hatakeyama,1.80694e-10,2
ｓｋｙ 空,1.80694e-10,2
Bugs,1.78905e-10,1
Sly Withers,1.78905e-10,1
Naten,1.76836e-10,2
Lab’s Cloud,1.76231e-10,3
Sync24,1.76208e-10,2
Eskape,1.76201e-10,1
Obfusc,1.76201e-10,1
Padmasana,1.76201e-10,1
Ligea,1.76201e-10,1
Hammock,1.76201e-10,1
Gel-Sol,1.76201e-10,1
Bounty Killer,1.73531e-10,1
Kindness,1.70513e-10,2
いずれ菖蒲か杜若,1.66825e-10,2
Nyolfen,1.66825e-10,2
Sane Masayuki,1.66825e-10,2
Volcano the Bear,1.61851e-10,1
Urinals,1.61851e-10,1
Diane Cluck,1.61851e-10,1
Luminocolor,1.61851e-10,1
Rosa Yemen,1.61851e-10,1
Harry Pussy,1.61851e-10,1
The Sick Lipstick,1.61851e-10,1
House Proud People,1.59659e-10,1
Orson Karte,1.59659e-10,1
Megalon,1.59659e-10,1
Cal-Q-Lator,1.59659e-10,1
Kelli Hand,1.59659e-10,1
Math U Matix,1.59659e-10,1
Nicole,1.59659e-10,1
Secret Cinema,1.59659e-10,1
L.S.G.,1.59659e-10,1
Sysex,1.59659e-10,1
Professor And The Efficiency Experts,1.59444e-10,1
Ada Rook,1.59064e-10,1
yeule,1.59064e-10,1
Strawberry Hospital,1.59064e-10,1
Botch,1.59051e-10,1
Peter Pearson,1.58899e-10,2
The Karminsky Experience Inc.,1.58892e-10,1
Caia,1.58892e-10,1
Michael E,1.58892e-10,1
Peter White,1.58892e-10,1
Ph‐Wert,1.58892e-10,1
Mahoroba,1.58892e-10,1
Electrix,1.58892e-10,1
Eternal Love,1.58892e-10,1
Larry Heard,1.58892e-10,1
Longers,1.58892e-10,1
Rick Braun,1.58892e-10,1
CeCe Rogers,1.51789e-10,3
Roy Porter Sound Machine,1.50344e-10,2
SirensCeol,1.50313e-10,1
Park Bird,1.50313e-10,1
Zekk,1.50313e-10,1
KOTONOHOUSE,1.50313e-10,1
ミディ,1.50313e-10,1
hunz,1.48372e-10,3
face to face,1.46074e-10,1
Territoire,1.43125e-10,1
Swindle,1.40925e-10,4
Royal-T,1.40925e-10,4
元田恵美,1.40911e-10,1
Phaze 1,1.39997e-10,2
Neal Howard,1.38814e-10,2
Nexus 21,1.38809e-10,1
GODSPEED 音,1.36926e-10,6
Tommy McCook,1.34152e-10,1
Lustra,1.3217e-10,1
Artie Shaw,1.30604e-10,1
T‐Bone Walker,1.29288e-10,1
Carla Bley,1.29288e-10,1
Lionel Hampton,1.29288e-10,1
King Pleasure,1.29288e-10,1
Rubberlegs Williams,1.29288e-10,1
Blue Mink,1.29288e-10,1
Mental Instrum,1.29288e-10,1
GORE,1.28163e-10,5
Mabisyo,1.28074e-10,3
David Benoit,1.27813e-10,2
Rozz Dyliams,1.26912e-10,1
Bass Communion,1.25537e-10,3
Chicago London Underground,1.25365e-10,1
RLW,1.24993e-10,1
Collapse,1.24581e-10,2
Amateras Records,1.23777e-10,2
mican*,1.23772e-10,1
タカナシトリコ,1.23772e-10,1
savant shadow,1.23721e-10,2
Reactor,1.23673e-10,1
Bowa,1.23673e-10,1
Robert Winters & Fall,1.22175e-10,1
Heaven,1.22175e-10,1
Milcho Leviev,1.22175e-10,1
Ticon,1.20146e-10,2
slowerpace 音楽,1.19352e-10,2
LAWFUL CHAOTIC,1.19328e-10,1
Time Fragment,1.19328e-10,1
Pocket Money,1.19328e-10,1
Gold Blu-27,1.19328e-10,1
Maid Dresses,1.19328e-10,1
Lost Colossus,1.19328e-10,1
undersaken,1.19328e-10,1
GUILD MERCHANT,1.19328e-10,1
Dirty River,1.19328e-10,1
Professional Hairdresser,1.19328e-10,1
PERCUSSION OF A SOUND MIND,1.19328e-10,1
DEATH DEVOIR,1.19328e-10,1
Femalite,1.19328e-10,1
Neosir,1.19328e-10,1
ｄｒｋｔｒｘ テレパシーのビジョンを持つもの,1.19328e-10,1
Saturn駅,1.19328e-10,1
jj,1.18368e-10,1
ZK king,1.18363e-10,1
Aim,1.18129e-10,2
Martin Rev,1.18124e-10,1
Braintax,1.18124e-10,1
The Durutti Column,1.18124e-10,1
Vivien Goldman,1.18124e-10,1
Factory Floor,1.18124e-10,1
Boris Policeband,1.18124e-10,1
Mount Kimbie,1.18124e-10,1
Call O' Da Wild,1.18124e-10,1
Vex Ruffin,1.18124e-10,1
Sunburned Hand of the Man,1.18124e-10,1
Light Asylum,1.18124e-10,1
Laurindo Almeida,1.16719e-10,1
Nana Caymmi,1.16719e-10,1
Cannibal & the Headhunters,1.15557e-10,1
Ashford & Simpson,1.15477e-10,7
DJタコワサ将軍,1.12615e-10,1
Atlas,1.10896e-10,2
Frank Klepacki,1.10179e-10,3
Menno de Jong,1.05688e-10,1
Miikka Leinonen,1.05688e-10,1
Jaytech,1.05688e-10,1
"Cerf, Mitiska & Jaren",1.05688e-10,1
Anton Sonin,1.05688e-10,1
M6,1.05688e-10,1
Komytea,1.05688e-10,1
Coast 2 Coast,1.05688e-10,1
Signalrunners,1.05688e-10,1
Bissen,1.05688e-10,1
Mÿon,1.05688e-10,1
DT8 Project,1.05688e-10,1
Moonbeam,1.05688e-10,1
Monologue,1.05688e-10,1
Anthony Attalla,1.05688e-10,1
Patric La Funk,1.05688e-10,1
Marksun & Brian,1.05688e-10,1
Andy Tau,1.05688e-10,1
Foster Sylvers,1.05582e-10,2
Sweet Sensation,1.03743e-10,1
Night Works,1.03533e-10,1
Zach Gill,1.03533e-10,1
Lootpack,1.03533e-10,1
Kano,1.03533e-10,1
Sarah Vaughan,1.0338e-10,1
The Playmates,1.02643e-10,2
Salif Keita,1.02339e-10,1
1.8.7,1.02327e-10,1
藤原鞠菜,1.01059e-10,1
Joe O’Donnell,1.00211e-10,1
François‐Joël Thiollier,9.93391e-11,2
Paper Route,9.89146e-11,2
XM -Xenon Maiden-,9.76544e-11,5
黒うさP,9.76381e-11,1
