corridor_deriv_draws_from_source,weight
schlager → folk,1
schlager → new wave,1
schlager → acid house,1
schlager → neue deutsche welle,1
jazz fusion → post-rock,1
jazz fusion → downtempo,1
jazz fusion → neo soul,1
jazz fusion → jazz,1
instrumental hip hop → conscious hip hop,1
instrumental hip hop → experimental,1
instrumental hip hop → jazz,1
instrumental hip hop → alternative rock,1
instrumental hip hop → rock,1
instrumental hip hop → breakcore,1
folk punk → crust punk,1
folk punk → indie rock,1
mashcore → future core,1
mashcore → new rave,1
mashcore → electropop,1
mashcore → punk,1
mashcore → classical,1
mashcore → new wave,1
mashcore → electro,1
mashcore → dubstep,1
mashcore → indie pop,1
mashcore → emo,1
mashcore → dance-pop,1
mashcore → contemporary r&b,1
mashcore → ambient,1
mashcore → drum and bass,1
mashcore → nerdcore,1
mashcore → electro house,1
mashcore → britpop,1
crime jazz → pop,1
crime jazz → hip hop,1
euro-trance → trance,1
euro-trance → ballad,1
glitch → rock,1
glitch → ambient,1
new age → heavy metal,1
new age → synth-pop,1
new age → instrumental,1
new age → classical,1
new age → electro,1
new age → dance,1
new age → downtempo,1
new age → bhajan,1
new age → dark ambient,1
sound collage → grindcore,1
sound collage → drum and bass,1
sound collage → chiptune,1
sound collage → sasscore,1
sound collage → easy listening,1
sound collage → speedcore,1
sound collage → drone metal,1
sound collage → idm,1
sound collage → speed metal,1
sound collage → garage rock,1
sound collage → disco,1
sound collage → happy hardcore,1
sound collage → j-pop,1
sound collage → modern classical,1
sound collage → doom metal,1
sound collage → dance,1
sound collage → lo-fi,1
sound collage → punk rock,1
sound collage → emo,1
sound collage → classical,1
sound collage → jazz,1
sound collage → avant-prog,1
sound collage → metal,1
sound collage → post-hardcore,1
sound collage → breakcore,1
grindcore → comedy,1
grindcore → alternative rock,1
grindcore → non-music,1
synthwave → dance-pop,1
synthwave → complextro,1
synthwave → progressive house,1
synthwave → alternative metal,1
synthwave → breakcore,1
synthwave → ebm,1
synthwave → electro house,1
synthwave → metalcore,1
synthwave → berlin school,1
synthwave → alternative pop,1
synthwave → disco,1
synthwave → melodic house,1
synthwave → edm,1
synthwave → electro,1
synthwave → ambient,1
synthwave → pop,1
halftime → grime,1
halftime → j-pop,1
halftime → glitch hop,1
halftime → afroswing,1
halftime → electro house,1
halftime → breakbeat,1
halftime → drum and bass,1
halftime → hardcore hip hop,1
halftime → bass house,1
indie folk → dance-pop,1
indie folk → new wave,1
indie folk → coke rap,1
indie folk → alternative rock,1
indie folk → crunk,1
future garage → pop,1
future garage → breakbeat,1
future garage → electronica,1
future garage → halftime,1
future garage → dance,1
future garage → drum and bass,1
future garage → dubstep,1
future garage → classical,1
future garage → baltimore club,1
future garage → trance,1
electroclash → pop,1
electroclash → ambient pop,1
electroclash → berlin school,1
electroclash → post-punk,1
electroclash → alternative rock,1
electroclash → electro hop,1
electroclash → hard rock,1
electroclash → production music,1
electroclash → motown,1
electroclash → dance-punk,1
hybrid trap → electropop,1
hybrid trap → progressive house,1
hybrid trap → electro house,1
hybrid trap → dancefloor drum and bass,1
hybrid trap → chiptune,1
hybrid trap → funk metal,1
hybrid trap → drumstep,1
hybrid trap → melodic dubstep,1
hybrid trap → brostep,1
hybrid trap → atmospheric drum and bass,1
hybrid trap → pop rap,1
hybrid trap → idm,1
hybrid trap → dance-pop,1
hybrid trap → trap metal,1
cantopop → electronic,1
cantopop → mandopop,1
cantopop → funk,1
cantopop → alternative rock,1
afro house → euphoric hardstyle,1
afro house → downtempo,1
afro house → country,1
afro house → gnawa,1
afro house → electro,1
afro house → disco,1
barber beats → idm,1
barber beats → heavy metal,1
barber beats → jungle,1
barber beats → electro,1
barber beats → art rock,1
barber beats → dark ambient,1
barber beats → rock,1
barber beats → symphonic black metal,1
barber beats → gabber,1
barber beats → acid house,1
barber beats → easy listening,1
barber beats → alternative pop,1
barber beats → boom bap,1
barber beats → instrumental,1
barber beats → blackgaze,1
barber beats → industrial,1
barber beats → broken beat,1
barber beats → lounge,1
barber beats → smooth jazz,1
barber beats → bedroom pop,1
barber beats → hip hop,1
barber beats → dance-pop,1
barber beats → synth-pop,1
barber beats → nu metal,1
bubblegum bass → ska punk,1
bubblegum bass → hip hop,1
bubblegum bass → dubstep,1
bubblegum bass → trap edm,1
uptempo hardcore → midtempo bass,1
uptempo hardcore → euro-trance,1
uptempo hardcore → children's music,1
uptempo hardcore → bubblegum pop,1
uptempo hardcore → christmas music,1
uptempo hardcore → euro house,1
uptempo hardcore → pop,1
brutal death metal → alternative rock,1
leftfield → breaks,1
leftfield → madchester,1
leftfield → alternative rock,1
leftfield → post-rock,1
leftfield → downtempo,1
leftfield → idm,1
leftfield → electro,1
leftfield → ambient techno,1
hyperpop → ska punk,1
hyperpop → digicore,1
hyperpop → sound collage,1
hyperpop → latin,1
hyperpop → pop rap,1
hyperpop → electro hop,1
hyperpop → indietronica,1
hyperpop → future bass,1
hyperpop → asmr,1
hyperpop → euro house,1
hyperpop → k-pop,1
hyperpop → house,1
hyperpop → indie folk,1
hyperpop → nu metal,1
hyperpop → hybrid trap,1
hyperpop → folk,1
ambient techno → industrial,1
ambient techno → musical,1
ambient techno → breakbeat,1
ambient techno → progressive house,1
ambient techno → ballad,1
ambient techno → synth-pop,1
hi-nrg → disco,1
melodic death metal → folk metal,1
melodic death metal → hardcore punk,1
bedroom pop → electronic,1
bedroom pop → comedy,1
bedroom pop → indie rock,1
bedroom pop → chillwave,1
bedroom pop → disco,1
bedroom pop → edm,1
bedroom pop → dream pop,1
bedroom pop → pop,1
bedroom pop → ambient,1
funky house → k-pop,1
funky house → electro house,1
funky house → electropop,1
funky house → disco,1
funky house → jazz-funk,1
funky house → indie pop,1
funky house → alternative rock,1
funky house → dance-pop,1
funky house → classical,1
melodic trance → brostep,1
melodic trance → speed garage,1
melodic trance → big room house,1
melodic trance → edm,1
grime → ambient,1
grime → rock,1
grime → funk,1
grime → disco,1
grime → nu skool breaks,1
grime → soul,1
grime → alternative rock,1
grime → contemporary r&b,1
grime → dance-pop,1
grime → math rock,1
grime → r&b,1
grime → breaks,1
grime → city pop,1
power metal → symphonic metal,1
power metal → rock,1
power metal → chiptune,1
power metal → classical,1
children's music → musical,1
children's music → italo dance,1
children's music → ballad,1
children's music → contemporary christian,1
children's music → hip hop,1
neoclassicism → classical,1
neoclassicism → pop,1
neo soul → folk,1
neo soul → electronic,1
neo soul → folk rock,1
neo soul → deep house,1
neo soul → boom bap,1
brit funk → new wave,1
aor → synthwave,1
aor → jazz,1
aor → pop,1
aor → alternative rock,1
aor → rock,1
euro house → deep house,1
euro house → acid house,1
euro house → folk,1
euro house → electro,1
euro house → comedy,1
euro house → acid techno,1
euro house → freestyle,1
euro house → neue deutsche welle,1
euro house → trance,1
euro house → blues,1
contemporary country → electronic,1
bachata → trap latino,1
bachata → reggae,1
bachata → indie pop,1
dream pop → hip hop,1
dream pop → power pop,1
dream pop → art rock,1
dream pop → jazz,1
dream pop → coldwave,1
dream pop → contemporary r&b,1
dream pop → j-pop,1
dream pop → shoegaze,1
dream pop → dubstep,1
dream pop → experimental,1
dream pop → ethereal wave,1
dream pop → non-music,1
dream pop → slowcore,1
dream pop → reggaeton,1
dream pop → punk,1
dream pop → madchester,1
dream pop → hip house,1
dream pop → disco,1
dream pop → soul,1
cybergrind → breakcore,1
cybergrind → death metal,1
musical → folk rock,1
musical → disco,1
musical → instrumental,1
musical → electronic,1
musical → house,1
musical → big band,1
rap metal → dirty south,1
dark disco → electronic,1
classical crossover → pop,1
classical crossover → alternative rock,1
classical crossover → jazz,1
classical crossover → modern classical,1
classical crossover → pop rock,1
glam rock → heavy metal,1
glam rock → j-pop,1
glam rock → hard rock,1
glam rock → electronic,1
glam rock → psychedelic rock,1
post-punk → mod,1
post-punk → hard rock,1
post-punk → new wave,1
post-punk → coldwave,1
future bounce → rave,1
future bounce → denpa,1
future bounce → dubstep,1
deathstep → drum and bass,1
deathstep → electronic,1
deathstep → future riddim,1
deathstep → dance,1
deathstep → briddim,1
deathstep → bass house,1
deathstep → dubstep,1
brazilian bass → dance-pop,1
new orleans r&b → doo-wop,1
new orleans r&b → louisiana blues,1
new orleans r&b → contemporary r&b,1
new orleans r&b → children's music,1
new orleans r&b → christmas music,1
deep drum and bass → electronic,1
deep drum and bass → dance,1
deep drum and bass → dancefloor drum and bass,1
deep drum and bass → halftime,1
future house → future bass,1
future house → downtempo,1
future house → pop rock,1
future house → contemporary r&b,1
future house → dubstep,1
ragga jungle → drum and bass,1
ragga jungle → dancehall,1
hardcore techno → hardstyle,1
hardcore techno → classical,1
hardcore techno → digital hardcore,1
hardcore techno → hard rock,1
hardcore techno → dance,1
hardcore techno → breaks,1
mathcore → math rock,1
mathcore → rock,1
trip hop → classical,1
trip hop → r&b,1
trip hop → electropop,1
trip hop → folk rock,1
trip hop → bossa nova,1
trip hop → children's music,1
trip hop → ballad,1
trip hop → art rock,1
trip hop → rock,1
trip hop → breakbeat,1
trip hop → jazz-funk,1
trip hop → doo-wop,1
trip hop → boom bap,1
crunkcore → pop,1
crunkcore → hip hop,1
crunkcore → christian rock,1
crunkcore → trap metal,1
crunkcore → electro,1
crunkcore → contemporary christian,1
freak folk → experimental,1
freak folk → rock,1
drift phonk → classical,1
drift phonk → bass house,1
festival trap → electronica,1
festival trap → post-rock,1
festival trap → house,1
post-punk revival → j-pop,1
ska punk → rock,1
ska punk → reggae,1
ska punk → ska,1
arena rock → pop rock,1
arena rock → classic rock,1
arena rock → alternative rock,1
arena rock → disco,1
indian classical → field recording,1
indian classical → classical,1
indian classical → ambient,1
hip house → club,1
hip house → dance-pop,1
hip house → trance,1
hip house → rock,1
hip house → funk,1
christian rock → praise & worship,1
